指标名称,螺焦比,螺矿比
2015/3/31,2.5928,6.052
2015/4/1,2.5596,6.0911
2015/4/2,2.5181,6.1641
2015/4/3,2.5193,6.2249
2015/4/7,2.4909,6.0364
2015/4/8,2.5252,5.9793
2015/4/9,2.5297,6.0262
2015/4/10,2.5503,6.1126
2015/4/13,2.5326,6.0475
2015/4/14,2.5283,5.9209
2015/4/15,2.5524,5.9056
2015/4/16,2.5407,5.868
2015/4/17,2.54,5.8709
2015/4/20,2.548,5.8597
2015/4/21,2.5461,5.9375
2015/4/22,2.5405,5.8803
2015/4/23,2.5559,5.7833
2015/4/24,2.5679,5.7333
2015/4/27,2.5415,5.5818
2015/4/28,2.5678,5.6019
2015/4/29,2.5836,5.6166
2015/4/30,2.5806,5.7282
2015/5/4,2.6549,5.7211
2015/5/5,2.6131,5.6237
2015/5/6,2.6084,5.5062
2015/5/7,2.6083,5.5114
2015/5/8,2.5849,5.5138
2015/5/11,2.5941,5.4915
2015/5/12,2.6021,5.4676
2015/5/13,2.6074,5.4839
2015/5/14,2.5981,5.5863
2015/5/15,2.586,5.5948
2015/5/18,2.5761,5.5423
2015/5/19,2.5752,5.5924
2015/5/20,2.5735,5.6039
2015/5/21,2.5697,5.5392
2015/5/22,2.575,5.5762
2015/5/25,2.5743,5.5254
2015/5/26,2.5836,5.4345
2015/5/27,2.5794,5.4263
2015/5/28,2.5838,5.467
2015/5/29,2.5728,5.5271
2015/6/1,2.5679,5.4181
2015/6/2,2.5688,5.3886
2015/6/3,2.5643,5.3827
2015/6/4,2.5597,5.3746
2015/6/5,2.5515,5.3509
2015/6/8,2.5553,5.3756
2015/6/9,2.5688,5.3761
2015/6/10,2.5546,5.2941
2015/6/11,2.5644,5.1854
2015/6/12,2.5618,5.1693
2015/6/15,2.5464,5.1069
2015/6/16,2.5206,5.1209
2015/6/17,2.5124,5.1944
2015/6/18,2.5403,5.2351
2015/6/19,2.5507,5.2349
2015/6/23,2.5358,5.2075
2015/6/24,2.5385,5.106
2015/6/25,2.5379,5.0614
2015/6/26,2.5339,5.1116
2015/6/29,2.5284,5.0947
2015/6/30,2.4579,5.0678
2015/7/1,2.4301,5.1202
2015/7/2,2.4146,5.1125
2015/7/3,2.425,5.1985
2015/7/6,2.4054,5.169
2015/7/7,2.3424,5.2533
2015/7/8,2.3361,5.5007
2015/7/9,2.4041,5.4333
2015/7/10,2.4642,5.5095
2015/7/13,2.4806,5.4776
2015/7/14,2.4791,5.4467
2015/7/15,2.4731,5.4046
2015/7/16,2.4631,5.4282
2015/7/17,2.475,5.4523
2015/7/20,2.559,5.5787
2015/7/21,2.5811,5.772
2015/7/22,2.5519,5.7913
2015/7/23,2.5364,5.8229
2015/7/24,2.5473,5.8598
2015/7/27,2.5661,5.881
2015/7/28,2.5668,5.8423
2015/7/29,2.5632,5.7322
2015/7/30,2.5683,5.6752
2015/7/31,2.5575,5.7237
2015/8/3,2.5535,5.6883
2015/8/4,2.5427,5.7123
2015/8/5,2.5493,5.6263
2015/8/6,2.5347,5.5567
2015/8/7,2.5073,5.5553
2015/8/10,2.4985,5.5556
2015/8/11,2.5397,5.4814
2015/8/12,2.5211,5.5107
2015/8/13,2.526,5.433
2015/8/14,2.5303,5.4156
2015/8/17,2.537,5.394
2015/8/18,2.547,5.3664
2015/8/19,2.5304,5.4248
2015/8/20,2.5223,5.4069
2015/8/21,2.5242,5.3828
2015/8/24,2.4987,5.3578
2015/8/25,2.4789,5.3767
2015/8/26,2.4927,5.3288
2015/8/27,2.4943,5.3279
2015/8/28,2.4809,5.2407
2015/8/31,2.4763,5.0843
2015/9/1,2.4863,5.0334
2015/9/2,2.4978,5.0308
2015/9/7,2.4585,4.987
2015/9/8,2.4573,5.0366
2015/9/9,2.4723,4.9384
2015/9/10,2.4816,4.8282
2015/9/11,2.4728,4.7649
2015/9/14,2.4903,4.7719
2015/9/15,2.4781,4.8256
2015/9/16,2.4772,4.8821
2015/9/17,2.4887,4.9049
2015/9/18,2.4772,4.9195
2015/9/21,2.4493,4.886
2015/9/22,2.4389,4.9221
2015/9/23,2.4574,5.0159
2015/9/24,2.461,5.0199
2015/9/25,2.457,4.9816
2015/9/28,2.4394,5.0094
2015/9/29,2.4055,5.0315
2015/9/30,2.4058,4.9823
2015/10/8,2.4214,4.9076
2015/10/9,2.4199,4.8083
2015/10/12,2.4786,4.8407
2015/10/13,2.4677,4.8762
2015/10/14,2.4854,4.8621
2015/10/15,2.4881,4.8933
2015/10/16,2.4753,4.9339
2015/10/19,2.4708,4.9216
2015/10/20,2.4511,4.8495
2015/10/21,2.444,4.898
2015/10/22,2.4499,4.9399
2015/10/23,2.4303,4.9071
2015/10/26,2.4387,4.9007
2015/10/27,2.4689,4.9479
2015/10/28,2.4683,4.964
2015/10/29,2.4748,5.0224
2015/10/30,2.4648,4.9501
2015/11/2,2.4833,4.9529
2015/11/3,2.4846,5.0756
2015/11/4,2.4888,5.0917
2015/11/5,2.5056,5.0901
2015/11/6,2.5134,5.1722
2015/11/9,2.5338,5.1844
2015/11/10,2.5217,5.1667
2015/11/11,2.5159,5.1441
2015/11/12,2.5153,5.1069
2015/11/13,2.4926,5.0314
2015/11/16,2.5061,5.0085
2015/11/17,2.4922,5.1004
2015/11/18,2.4751,5.1632
2015/11/19,2.4967,5.1631
2015/11/20,2.5159,5.1034
2015/11/23,2.4541,5.5116
2015/11/24,2.4136,5.5433
2015/11/25,2.6837,5.5132
2015/11/26,2.6567,5.4548
2015/11/27,2.6731,5.4778
2015/11/30,2.6618,5.5304
2015/12/1,2.6612,5.5631
2015/12/2,2.6661,5.665
2015/12/3,2.6597,5.628
2015/12/4,2.6934,5.7049
2015/12/7,2.703,5.6786
2015/12/8,2.7109,5.7266
2015/12/9,2.7225,5.777
2015/12/10,2.7261,5.7965
2015/12/11,2.7199,5.7828
2015/12/14,2.6998,5.7504
2015/12/15,2.7023,5.7094
2015/12/16,2.6931,5.7246
2015/12/17,2.708,5.7245
2015/12/18,2.7136,5.7008
2015/12/21,2.729,5.6765
2015/12/22,2.7364,5.683
2015/12/23,2.7055,5.642
2015/12/24,2.7261,5.653
2015/12/25,2.7466,5.6782
2015/12/28,2.753,5.645
2015/12/29,2.7752,5.6571
2015/12/30,2.7598,5.5757
2015/12/31,2.7736,5.5131
2016/1/4,2.8012,5.5549
2016/1/5,2.7868,5.5132
2016/1/6,2.8168,5.5587
2016/1/7,2.8484,5.55
2016/1/8,2.8266,5.6172
2016/1/11,2.8192,5.7115
2016/1/12,2.8294,5.7756
2016/1/13,2.8295,5.7811
2016/1/14,2.8328,5.7877
2016/1/15,2.8271,5.7597
2016/1/18,2.8502,5.7548
2016/1/19,2.8659,5.7183
2016/1/20,2.8733,5.7512
2016/1/21,2.8506,5.7739
2016/1/22,2.8313,5.7425
2016/1/25,2.8389,5.8259
2016/1/26,2.8527,5.8506
2016/1/27,2.8585,5.7792
2016/1/28,2.841,5.7085
2016/1/29,2.8315,5.6719
2016/2/1,2.841,5.6166
2016/2/2,2.8224,5.5754
2016/2/3,2.8289,5.5627
2016/2/4,2.8404,5.474
2016/2/5,2.8602,5.4985
2016/2/15,2.8995,5.5193
2016/2/16,2.863,5.5192
2016/2/17,2.8371,5.4743
2016/2/18,2.8412,5.4655
2016/2/19,2.835,5.3974
2016/2/22,2.8316,5.3499
2016/2/23,2.811,5.2389
2016/2/24,2.7593,5.2054
2016/2/25,2.763,5.2318
2016/2/26,2.7509,5.2637
2016/2/29,2.7562,5.3269
2016/3/1,2.7915,5.2853
2016/3/2,2.8212,5.232
2016/3/3,2.8028,5.1506
2016/3/4,2.8174,5.0902
2016/3/7,2.8144,5.0864
2016/3/8,2.8819,5.0937
2016/3/9,2.8964,4.9869
2016/3/10,2.9271,4.8962
2016/3/11,2.8622,4.874
2016/3/14,2.6737,4.6636
2016/3/15,2.644,4.7271
2016/3/16,2.6573,4.7966
2016/3/17,2.7023,4.8052
2016/3/18,2.7519,4.7618
2016/3/21,2.7588,5.0649
2016/3/22,2.8193,5.1514
2016/3/23,2.8177,5.2955
2016/3/24,2.81,5.4073
2016/3/25,2.8309,5.5019
2016/3/28,2.7951,5.5618
2016/3/29,2.7609,5.6825
2016/3/30,2.7237,5.5837
2016/3/31,2.7188,5.6063
2016/4/1,2.6886,5.6286
2016/4/5,2.6602,5.7596
2016/4/6,2.6699,5.8085
2016/4/7,2.6671,5.7934
2016/4/8,2.6453,5.8296
2016/4/11,2.6561,5.8551
2016/4/12,2.6228,5.7728
2016/4/13,2.5482,5.6468
2016/4/14,2.5613,5.5621
2016/4/15,2.567,5.599
2016/4/18,2.5716,5.6359
2016/4/19,2.572,5.7016
2016/4/20,2.5921,5.7229
2016/4/21,2.6458,5.8299
2016/4/22,2.5317,5.589
2016/4/25,2.4191,5.5428
2016/4/26,2.3377,5.6496
2016/4/27,2.3564,5.712
2016/4/28,2.4002,5.75
2016/4/29,2.354,5.6294
2016/5/3,2.2892,5.5946
2016/5/4,2.274,5.527
2016/5/5,2.2364,5.5697
2016/5/6,2.3175,5.6097
2016/5/9,2.3292,5.5936
2016/5/10,2.2876,5.5241
2016/5/11,2.314,5.5751
2016/5/12,2.3168,5.5561
2016/5/13,2.3121,5.5656
2016/5/16,2.3356,5.5864
2016/5/17,2.3131,5.5434
2016/5/18,2.2838,5.498
2016/5/19,2.277,5.5324
2016/5/20,2.251,5.5215
2016/5/23,2.2573,5.5237
2016/5/24,2.3107,5.5536
2016/5/25,2.3442,5.5856
2016/5/26,2.3289,5.656
2016/5/27,2.3711,5.7678
2016/5/30,2.3696,5.8134
2016/5/31,2.3298,5.7525
2016/6/1,2.3221,5.6923
2016/6/2,2.3034,5.6618
2016/6/3,2.3023,5.6978
2016/6/6,2.3439,5.6891
2016/6/7,2.3277,5.6282
2016/6/8,2.3423,5.6599
2016/6/13,2.4519,5.8059
2016/6/14,2.4941,5.814
2016/6/15,2.488,5.788
2016/6/16,2.4789,5.7073
2016/6/17,2.4351,5.6044
2016/6/20,2.4414,5.5753
2016/6/21,2.4602,5.5823
2016/6/22,2.4622,5.5512
2016/6/23,2.4613,5.5355
2016/6/24,2.4291,5.5155
2016/6/27,2.4166,5.5044
2016/6/28,2.4329,5.4513
2016/6/29,2.4142,5.3828
2016/6/30,2.4299,5.4127
2016/7/1,2.4726,5.5677
2016/7/4,2.4892,5.5898
2016/7/5,2.5172,5.4702
2016/7/6,2.5277,5.5268
2016/7/7,2.5287,5.6033
2016/7/8,2.5499,5.6718
2016/7/11,2.5428,5.6655
2016/7/12,2.506,5.6614
2016/7/13,2.4963,5.5556
2016/7/14,2.4935,5.4706
2016/7/15,2.4734,5.4809
2016/7/18,2.4661,5.4625
2016/7/19,2.4027,5.4089
2016/7/20,2.3859,5.4515
2016/7/21,2.366,5.4342
2016/7/22,2.3072,5.3493
2016/7/25,2.2403,5.3463
2016/7/26,2.2329,5.3039
2016/7/27,2.2414,5.2568
2016/7/28,2.2733,5.2551
2016/7/29,2.2682,5.2222
2016/8/1,2.249,5.219
2016/8/2,2.2282,5.1706
2016/8/3,2.2227,5.171
2016/8/4,2.2032,5.1811
2016/8/5,2.2022,5.149
2016/8/8,2.1588,5.171
2016/8/9,2.0946,5.1511
2016/8/10,2.041,5.219
2016/8/11,2.0486,5.9468
2016/8/12,2.0683,5.9791
2016/8/15,2.085,6.0522
2016/8/16,2.1881,6.0998
2016/8/17,2.1091,6.0229
2016/8/18,2.0451,5.8843
2016/8/19,2.0592,5.8034
2016/8/22,2.0429,5.7798
2016/8/23,2.037,5.7254
2016/8/24,2.0409,5.6992
2016/8/25,2.0553,5.7986
2016/8/26,2.0533,5.828
2016/8/29,2.0412,5.8604
2016/8/30,2.0049,5.8405
2016/8/31,1.9861,5.8291
2016/9/1,2.0306,5.7681
2016/9/2,2.005,5.7217
2016/9/5,1.945,5.7568
2016/9/6,1.9126,5.7447
2016/9/7,1.9308,5.7064
2016/9/8,1.9467,5.7515
2016/9/9,1.9737,5.7241
2016/9/12,1.9651,5.6963
2016/9/13,1.9912,5.7519
2016/9/14,2.0027,5.7506
2016/9/19,1.9503,5.7308
2016/9/20,1.9284,5.6931
2016/9/21,1.8912,5.6759
2016/9/22,1.8589,5.5971
2016/9/23,1.8683,5.5912
2016/9/26,1.8488,5.6247
2016/9/27,1.8263,5.6207
2016/9/28,1.8264,5.5686
2016/9/29,1.7821,5.5167
2016/9/30,1.7557,5.5558
2016/10/10,1.7185,5.555
2016/10/11,1.7276,5.5438
2016/10/12,1.7062,5.5136
2016/10/13,1.6611,5.5117
2016/10/14,1.6618,5.5046
2016/10/17,1.6471,5.5096
2016/10/18,1.6331,5.5591
2016/10/19,1.6042,5.5991
2016/10/20,1.5984,5.5928
2016/10/21,1.6033,5.6023
2016/10/24,1.5721,5.5483
2016/10/25,1.5564,5.4892
2016/10/26,1.4911,5.36
2016/10/27,1.503,5.3109
2016/10/28,1.4905,5.2366
2016/10/31,1.4679,5.2214
2016/11/1,1.4601,5.2088
2016/11/2,1.4585,5.2685
2016/11/3,1.4757,5.3509
2016/11/4,1.457,5.4141
2016/11/7,1.431,5.499
2016/11/8,1.4281,5.5024
2016/11/9,1.4304,5.4551
2016/11/10,1.429,5.2086
2016/11/11,1.4378,5.0506
2016/11/14,1.4066,4.8385
2016/11/15,1.4097,4.7488
2016/11/16,1.3746,4.8674
2016/11/17,1.3642,4.9423
2016/11/18,1.3829,4.9564
2016/11/21,1.3656,4.9927
2016/11/22,1.3387,4.9929
2016/11/23,1.3528,4.7967
2016/11/24,1.3879,4.7168
2016/11/25,1.4318,5.1074
2016/11/28,1.5013,5.3306
2016/11/29,1.5185,5.3411
2016/11/30,1.4711,5.371
2016/12/1,1.4707,5.3874
2016/12/2,1.8062,5.3936
2016/12/5,1.805,5.3841
2016/12/6,1.8357,5.319
2016/12/7,1.8345,5.3137
2016/12/8,1.8337,5.3002
2016/12/9,1.8865,5.4109
2016/12/12,1.9233,5.4153
2016/12/13,1.9942,5.454
2016/12/14,1.9688,5.5435
2016/12/15,1.9007,5.5578
2016/12/16,1.9038,5.5725
2016/12/19,1.8472,5.6166
2016/12/20,1.7902,5.5532
2016/12/21,1.7867,5.5648
2016/12/22,1.8171,5.5685
2016/12/23,1.8238,5.4964
2016/12/26,1.8537,5.3657
2016/12/27,1.9176,5.3339
2016/12/28,1.9241,5.3457
2016/12/29,1.9225,5.2276
2016/12/30,1.8927,5.2498
2017/1/3,1.9171,5.2934
2017/1/4,1.958,5.3655
2017/1/5,1.9628,5.3838
2017/1/6,1.926,5.3803
2017/1/9,1.9121,5.3818
2017/1/10,1.9023,5.3362
2017/1/11,1.8966,5.3105
2017/1/12,1.9108,5.3003
2017/1/13,1.8831,5.266
2017/1/16,1.863,5.2129
2017/1/17,1.9259,5.1486
2017/1/18,1.9624,5.1199
2017/1/19,1.9486,5.1532
2017/1/20,1.9602,5.185
2017/1/23,1.9962,5.1948
2017/1/24,1.9842,5.1507
2017/1/25,2.0265,5.14
2017/1/26,2.0024,5.1647
2017/2/3,1.9727,5.0703
2017/2/6,1.9726,5.1106
2017/2/7,2.0083,5.0919
2017/2/8,2.0389,5.0283
2017/2/9,2.069,5.0373
2017/2/10,2.0961,4.9318
2017/2/13,2.0789,4.8557
2017/2/14,2.0461,4.8359
2017/2/15,2.0623,4.8569
2017/2/16,2.0243,4.8906
2017/2/17,2.0444,4.9371
2017/2/20,2.0454,4.9887
2017/2/21,2.0509,4.9333
2017/2/22,2.0877,4.9012
2017/2/23,2.0986,4.905
2017/2/24,2.0616,4.9841
2017/2/27,2.0671,5.0289
2017/2/28,2.0637,5.0517
2017/3/1,1.9758,5.059
2017/3/2,1.9663,5.0938
2017/3/3,1.9646,5.1608
2017/3/6,1.9452,5.1899
2017/3/7,1.9381,5.2562
2017/3/8,1.9356,5.2015
2017/3/9,1.9245,5.1835
2017/3/10,1.8906,5.1851
2017/3/13,1.918,5.2559
2017/3/14,1.9441,5.2183
2017/3/15,1.949,5.1113
2017/3/16,1.9452,5.0222
2017/3/17,1.9285,5.0217
2017/3/20,1.9032,5.0265
2017/3/21,1.8631,5.0632
2017/3/22,1.8419,5.8243
2017/3/23,1.6725,5.3955
2017/3/24,1.6641,5.4328
2017/3/27,1.636,5.4906
2017/3/28,1.6512,5.5703
2017/3/29,1.6429,5.5637
2017/3/30,1.6466,5.5528
2017/3/31,1.804,5.6942
2017/4/5,1.7311,5.731
2017/4/6,1.6812,5.6566
2017/4/7,1.6566,5.7212
2017/4/10,1.6572,5.7708
2017/4/11,1.7073,5.7268
2017/4/12,1.7405,5.7414
2017/4/13,1.7852,5.7921
2017/4/14,1.8177,5.7806
2017/4/17,1.7851,5.8581
2017/4/18,1.7574,5.9502
2017/4/19,1.8298,5.9895
2017/4/20,1.8241,5.9581
2017/4/21,1.7816,5.8225
2017/4/24,1.8099,5.8054
2017/4/25,1.8341,5.9132
2017/4/26,1.8678,5.9206
2017/4/27,1.8845,5.988
2017/4/28,1.902,6.0177
2017/5/2,1.9197,5.9002
2017/5/3,1.966,5.926
2017/5/4,1.9718,6.0261
2017/5/5,1.9791,6.2695
2017/5/8,1.996,6.3553
2017/5/9,1.9848,6.4886
2017/5/10,1.9678,6.4883
2017/5/11,1.9862,6.5655
2017/5/12,1.9795,6.6225
2017/5/15,1.9867,6.5661
2017/5/16,1.9947,6.5345
2017/5/17,2.002,6.4889
2017/5/18,2.0306,6.5823
2017/5/19,2.0515,6.7215
2017/5/22,2.1004,6.724
2017/5/23,2.114,6.7824
2017/5/24,2.1006,6.9839
2017/5/25,2.1089,7.1204
2017/5/26,2.0796,7.1141
2017/5/31,2.1406,7.2543
2017/6/1,2.1599,7.3405
2017/6/2,2.182,7.1676
2017/6/5,2.1297,6.8634
2017/6/6,2.0977,6.8079
2017/6/7,2.0888,6.8714
2017/6/8,2.09,6.9197
2017/6/9,2.0996,7.0733
2017/6/12,2.0983,7.0302
2017/6/13,2.0677,7.0141
2017/6/14,2.0555,7.1296
2017/6/15,2.0452,7.2813
2017/6/16,2.0313,7.248
2017/6/19,1.9854,7.2364
2017/6/20,1.9506,7.2199
2017/6/21,1.9179,7.1831
2017/6/22,1.8887,7.1293
2017/6/23,1.8837,7.1292
2017/6/26,1.9122,7.2274
2017/6/27,1.9254,7.1545
2017/6/28,1.9393,7.1369
2017/6/29,1.8952,6.9873
2017/6/30,1.8989,7.0191
2017/7/3,1.9094,7.0491
2017/7/4,1.911,7.0983
2017/7/5,1.9257,7.2423
2017/7/6,1.9202,7.279
2017/7/7,1.8985,7.1683
2017/7/10,1.8911,7.1646
2017/7/11,1.8966,7.2172
2017/7/12,1.9263,7.2953
2017/7/13,1.9403,7.3914
2017/7/14,1.9388,7.4619
2017/7/17,1.9229,7.3605
2017/7/18,1.8996,7.0468
2017/7/19,1.8877,6.9184
2017/7/20,1.854,6.8164
2017/7/21,1.826,6.788
2017/7/24,1.84,6.8765
2017/7/25,1.8471,6.7946
2017/7/26,1.8482,6.827
2017/7/27,1.8305,6.8065
2017/7/28,1.8282,6.7455
2017/7/31,1.8179,6.606
2017/8/1,1.8127,6.7748
2017/8/2,1.7988,6.8743
2017/8/3,1.8358,6.8987
2017/8/4,1.9151,7.0009
2017/8/7,1.9658,7.1358
2017/8/8,1.8882,6.9822
2017/8/9,1.8581,7.0331
2017/8/10,1.8512,7.056
2017/8/11,1.7947,7.0843
2017/8/14,1.7904,7.1682
2017/8/15,1.7872,7.1284
2017/8/16,1.7603,7.1048
2017/8/17,1.7125,6.9697
2017/8/18,1.7002,6.839
2017/8/21,1.7276,6.7291
2017/8/22,1.6867,6.542
2017/8/23,1.6333,6.5206
2017/8/24,1.6063,6.5587
2017/8/25,1.6011,6.6655
2017/8/28,1.5851,6.8147
2017/8/29,1.6016,6.9272
2017/8/30,1.626,6.9918
2017/8/31,1.6471,6.8891
2017/9/1,1.6919,6.9143
2017/9/4,1.7446,7.0352
2017/9/5,1.7801,7.1594
2017/9/6,1.7381,7.1517
2017/9/7,1.6887,7.24
2017/9/8,1.6446,7.2612
2017/9/11,1.6456,7.3604
2017/9/12,1.6068,7.319
2017/9/13,1.6167,7.2909
2017/9/14,1.6187,7.4046
2017/9/15,1.6409,7.4975
2017/9/18,1.7128,7.499
2017/9/19,1.7258,7.4734
2017/9/20,1.7351,7.56
2017/9/21,1.7332,7.6684
2017/9/22,1.7445,7.6716
2017/9/25,1.7844,7.6888
2017/9/26,1.7879,7.7265
2017/9/27,1.8252,7.7947
2017/9/28,1.8949,7.9325
2017/9/29,1.8963,7.9712
2017/10/9,1.9514,8.314
2017/10/10,1.9539,8.1841
2017/10/11,1.9647,8.1068
2017/10/12,1.99,8.2561
2017/10/13,2.0103,8.3363
2017/10/16,1.9849,8.2801
2017/10/17,2.0511,8.2651
2017/10/18,2.059,8.124
2017/10/19,2.1059,8.1348
2017/10/20,2.1309,8.1214
2017/10/23,2.1666,8.0479
2017/10/24,2.1973,8.1087
2017/10/25,2.1968,8.1638
2017/10/26,2.1197,8.0816
2017/10/27,2.0871,8.2344
2017/10/30,2.0866,8.3902
2017/10/31,2.1475,8.4437
2017/11/1,2.1321,8.3584
2017/11/2,2.0985,8.2883
2017/11/3,2.0982,8.2336
2017/11/6,2.0884,8.1122
2017/11/7,2.0362,7.9296
2017/11/8,2.0158,7.9506
2017/11/9,2.0026,8.0725
2017/11/10,2.0697,8.1957
2017/11/13,2.1093,8.2106
2017/11/14,2.0873,8.1654
2017/11/15,2.0732,8.263
2017/11/16,2.0392,8.1477
2017/11/17,1.9956,7.873
2017/11/20,1.9667,7.8733
2017/11/21,1.9519,7.932
2017/11/22,1.9402,8.0296
2017/11/23,1.9207,7.5672
2017/11/24,1.9013,7.4724
2017/11/27,1.9072,7.5318
2017/11/28,1.9387,7.6853
2017/11/29,1.8772,7.7132
2017/11/30,1.8783,7.7461
2017/12/1,1.8348,7.6042
2017/12/4,1.8276,7.452
2017/12/5,1.8322,7.433
2017/12/6,1.8126,7.4013
2017/12/7,1.8361,7.5649
2017/12/8,1.9202,7.7329
2017/12/11,1.8697,7.7106
2017/12/12,1.8602,7.8109
2017/12/13,1.846,7.6806
2017/12/14,1.8892,7.6228
2017/12/15,1.8786,7.6044
2017/12/18,1.8245,7.3518
2017/12/19,1.7936,7.1726
2017/12/20,1.8113,7.2125
2017/12/21,1.8313,7.1698
2017/12/22,1.8641,7.2707
2017/12/25,1.8491,7.1681
2017/12/26,1.8889,7.3494
2017/12/27,1.904,7.3604
2017/12/28,1.901,7.2754
2017/12/29,1.9085,7.1585
2018/1/2,1.9157,7.1148
2018/1/3,1.896,7.1072
2018/1/4,1.8513,7.0705
2018/1/5,1.8318,7.0269
2018/1/8,1.8302,6.9658
2018/1/9,1.8389,6.853
2018/1/10,1.8794,6.8692
2018/1/11,1.9012,6.9307
2018/1/12,1.8898,6.9534
2018/1/15,1.9029,7.0335
2018/1/16,1.9297,7.1157
2018/1/17,1.9549,7.2068
2018/1/18,1.9527,7.1832
2018/1/19,1.9741,7.2309
2018/1/22,1.9592,7.2541
2018/1/23,1.9618,7.3958
2018/1/24,1.9724,7.5244
2018/1/25,1.9435,7.5104
2018/1/26,1.9268,7.5705
2018/1/29,1.9338,7.6453
2018/1/30,1.9373,7.588
2018/1/31,1.9615,7.6598
2018/2/1,1.9622,7.7579
2018/2/2,1.9472,7.6904
2018/2/5,1.9012,7.5958
2018/2/6,1.8701,7.5862
2018/2/7,1.8447,7.5411
2018/2/8,1.8314,7.5019
2018/2/9,1.8396,7.4072
2018/2/12,1.8547,7.4828
2018/2/13,1.8564,7.4487
2018/2/14,1.8444,7.3464
2018/2/22,1.7997,7.2205
2018/2/23,1.7807,7.1919
2018/2/26,1.773,7.2727
2018/2/27,1.7687,7.3516
2018/2/28,1.7862,7.4015
2018/3/1,1.7918,7.4191
2018/3/2,1.7961,7.431
2018/3/5,1.8009,7.5165
2018/3/6,1.8104,7.6038
2018/3/7,1.8069,7.575
2018/3/8,1.8047,7.5549
2018/3/9,1.798,7.5976
2018/3/12,1.828,7.7238
2018/3/13,1.856,7.7333
2018/3/14,1.8605,7.6433
2018/3/15,1.8759,7.6568
2018/3/16,1.8755,7.7131
2018/3/19,1.874,7.8108
2018/3/20,1.8704,7.9237
2018/3/21,1.8602,7.8832
2018/3/22,1.8428,7.7497
2018/3/23,1.8292,7.7318
2018/3/26,1.8149,7.6716
2018/3/27,1.8454,7.6956
2018/3/28,1.8008,7.4135
2018/3/29,1.8439,7.441
2018/3/30,1.8538,7.5868
2018/4/2,1.8134,7.5469
2018/4/3,1.7947,7.5078
2018/4/4,1.7711,7.4787
2018/4/9,1.8003,7.6583
2018/4/10,1.8206,7.5893
2018/4/11,1.9165,7.5352
2018/4/12,1.9613,7.5826
2018/4/13,1.9644,7.6044
2018/4/16,1.9286,7.63
2018/4/17,1.9185,7.7023
2018/4/18,1.88,7.7287
2018/4/19,1.8664,7.5038
2018/4/20,1.8688,7.4411
2018/4/23,1.8562,7.4443
2018/4/24,1.8419,7.5032
2018/4/25,1.8511,7.5855
2018/4/26,1.8597,7.642
2018/4/27,1.8717,7.7109
2018/5/2,1.8818,7.8485
2018/5/3,1.8568,7.7463
2018/5/4,1.8453,7.8102
2018/5/7,1.8252,7.7994
2018/5/8,1.8007,7.7188
2018/5/9,1.8021,7.6186
2018/5/10,1.8015,7.6528
2018/5/11,1.7923,7.644
2018/5/14,1.7667,7.5868
2018/5/15,1.753,7.5503
2018/5/16,1.7396,7.5831
2018/5/17,1.745,7.6303
2018/5/18,1.7392,7.6067
2018/5/21,1.7497,7.7222
2018/5/22,1.7486,7.7954
2018/5/23,1.7834,7.791
2018/5/24,1.7955,7.7552
2018/5/25,1.7893,7.8253
2018/5/28,1.8078,7.8943
2018/5/29,1.7823,7.8585
2018/5/30,1.7766,7.9088
2018/5/31,1.7709,7.9545
2018/6/1,1.7822,8.0495
2018/6/4,1.8033,8.1307
2018/6/5,1.8369,8.0195
2018/6/6,1.8464,7.9639
2018/6/7,1.8534,8.0825
2018/6/8,1.83,8.1392
2018/6/11,1.8379,8.0725
2018/6/12,1.8248,8.1427
2018/6/13,1.8081,8.2279
2018/6/14,1.7964,8.2159
2018/6/15,1.7852,8.2246
2018/6/19,1.7932,8.3451
2018/6/20,1.8004,8.3805
2018/6/21,1.7782,8.36
2018/6/22,1.7771,8.2703
2018/6/25,1.7755,8.0538
2018/6/26,1.8074,7.9741
2018/6/27,1.8118,7.9569
2018/6/28,1.8189,8.0107
2018/6/29,1.8218,8.0148
2018/7/2,1.8277,8.1226
2018/7/3,1.849,8.0776
2018/7/4,1.8554,8.1816
2018/7/5,1.8776,8.2854
2018/7/6,1.8826,8.2404
2018/7/9,1.8837,8.2932
2018/7/10,1.9048,8.3753
2018/7/11,1.9168,8.4775
2018/7/12,1.9126,8.4758
2018/7/13,1.9329,8.5554
2018/7/16,1.9731,8.5274
2018/7/17,1.9669,8.4612
2018/7/18,1.9626,8.4549
2018/7/19,1.9655,8.4676
2018/7/20,1.9543,8.475
2018/7/23,1.9249,8.4414
2018/7/24,1.9003,8.4253
2018/7/25,1.8745,8.4029
2018/7/26,1.8754,8.4253
2018/7/27,1.8661,8.379
2018/7/30,1.8345,8.4508
2018/7/31,1.8304,8.5251
2018/8/1,1.8217,8.7159
2018/8/2,1.7902,8.7033
2018/8/3,1.7465,8.6653
2018/8/6,1.7022,8.3524
2018/8/7,1.7127,8.2773
2018/8/8,1.7342,8.2893
2018/8/9,1.7286,8.2667
2018/8/10,1.7217,8.2656
2018/8/13,1.7472,8.3656
2018/8/14,1.749,8.5034
2018/8/15,1.7537,8.619
2018/8/16,1.7128,8.709
2018/8/17,1.6062,8.4839
2018/8/20,1.6301,8.6125
2018/8/21,1.6775,8.7928
