指标名称,螺焦比,螺矿比
2018/8/22,1.6667,8.8267
2018/8/23,1.6881,8.82
2018/8/24,1.7077,8.7722
2018/8/27,1.6865,8.7946
2018/8/28,1.6586,8.7593
2018/8/29,1.6344,8.7363
2018/8/30,1.6504,8.5884
2018/8/31,1.6818,8.4021
2018/9/3,1.7064,8.4596
2018/9/4,1.7388,8.4788
2018/9/5,1.7079,8.4008
2018/9/6,1.719,8.3209
2018/9/7,1.7523,8.4032
2018/9/10,1.7781,8.5422
2018/9/11,1.7867,8.4016
2018/9/12,1.7985,8.3047
2018/9/13,1.8037,8.1304
2018/9/14,1.8111,8.1175
2018/9/17,1.8042,8.1954
2018/9/18,1.8138,8.2046
2018/9/19,1.798,8.2004
2018/9/20,1.7846,8.2448
2018/9/21,1.7611,8.239
2018/9/25,1.7482,8.2294
2018/9/26,1.7634,8.0777
2018/9/27,1.7812,8.0999
2018/9/28,1.7622,7.9959
2018/10/8,1.718,7.9536
2018/10/9,1.7,7.9132
2018/10/10,1.6526,7.8658
2018/10/11,1.6426,7.8555
2018/10/12,1.6422,7.9552
2018/10/15,1.6448,8.0526
2018/10/16,1.6766,8.1118
2018/10/17,1.6833,8.0856
2018/10/18,1.6954,7.9331
2018/10/19,1.7147,7.9322
2018/10/22,1.7381,7.9271
2018/10/23,1.7505,7.9502
2018/10/24,1.7292,7.8806
2018/10/25,1.7173,7.8571
2018/10/26,1.7206,7.8934
2018/10/29,1.7466,7.7539
2018/10/30,1.7442,7.7677
2018/10/31,1.7345,7.758
2018/11/1,1.7259,7.778
2018/11/2,1.7393,7.9256
2018/11/5,1.6984,7.9079
2018/11/6,1.6578,7.7763
2018/11/7,1.6519,7.7387
2018/11/8,1.6706,7.6505
2018/11/9,1.6756,7.5706
2018/11/12,1.6756,7.4404
2018/11/13,1.6762,7.5015
2018/11/14,1.6769,7.6562
2018/11/15,1.6582,7.6415
2018/11/16,1.6242,7.5356
2018/11/19,1.6117,7.3722
2018/11/20,1.6344,7.3077
2018/11/21,1.6357,7.1984
2018/11/22,1.6377,7.1401
2018/11/23,1.6549,7.2768
2018/11/26,1.6781,7.4168
2018/11/27,1.6977,7.6852
2018/11/28,1.5463,6.9681
2018/11/29,1.562,6.9895
2018/11/30,1.5402,7.1925
2018/12/3,1.5129,7.1845
2018/12/4,1.4732,7.1416
2018/12/5,1.4712,7.2127
2018/12/6,1.7421,7.2365
2018/12/7,1.7026,7.1821
2018/12/10,1.6606,7.0805
2018/12/11,1.691,7.0042
2018/12/12,1.6906,7.0283
2018/12/13,1.6886,7.1197
2018/12/14,1.6965,7.1247
2018/12/17,1.6935,7.043
2018/12/18,1.7077,7.0329
2018/12/19,1.7333,7.0379
2018/12/20,1.7467,7.0367
2018/12/21,1.763,7.0625
2018/12/24,1.7491,7.0787
2018/12/25,1.7714,6.9979
2018/12/26,1.8008,6.9501
2018/12/27,1.7912,6.9624
2018/12/28,1.8042,6.9036
2019/1/2,1.7979,6.8952
2019/1/3,1.7896,6.9161
2019/1/4,1.7876,6.8427
2019/1/7,1.7911,6.8656
2019/1/8,1.7937,6.8351
2019/1/9,1.7966,6.8761
2019/1/10,1.817,6.937
2019/1/11,1.8009,6.9252
2019/1/14,1.7814,6.9872
2019/1/15,1.7573,6.943
2019/1/16,1.7447,6.88
2019/1/17,1.7471,6.9423
2019/1/18,1.7512,6.8955
2019/1/21,1.7772,6.8405
2019/1/22,1.8001,6.891
2019/1/23,1.7902,6.9127
2019/1/24,1.7932,6.8732
2019/1/25,1.8068,6.9318
2019/1/28,1.801,6.7046
2019/1/29,1.8111,6.6061
2019/1/30,1.8191,6.4377
2019/1/31,1.8095,6.3234
2019/2/1,1.7957,6.1838
2019/2/11,1.815,5.9186
2019/2/12,1.8068,5.8853
2019/2/13,1.8032,5.9904
2019/2/14,1.7783,5.9372
2019/2/15,1.7646,5.8114
2019/2/18,1.7634,5.7765
2019/2/19,1.7748,5.8117
2019/2/20,1.7303,5.823
2019/2/21,1.7252,5.9417
2019/2/22,1.7303,6.1154
2019/2/25,1.7285,6.0767
2019/3/7,1.8192,6.1217
2019/3/8,1.8517,6.1363
2019/3/11,1.871,6.2013
2019/3/12,1.8981,6.2444
2019/3/13,1.9085,6.2574
2019/3/14,1.8975,6.1441
2019/3/15,1.8915,6.0482
2019/3/18,1.9023,5.9511
2019/3/19,1.9318,5.956
2019/3/20,1.9232,6.1646
2019/3/21,1.9225,6.1992
2019/3/22,1.9009,6.1404
2019/3/25,1.881,6.0765
2019/3/26,1.8796,6.031
2019/3/27,1.8909,6.0456
2019/3/28,1.8888,6.0721
2019/3/29,1.8866,6.0016
2019/4/1,1.7404,5.4487
2019/4/2,1.754,5.3852
2019/4/3,1.7701,5.2544
2019/4/4,1.7737,5.2484
2019/4/8,1.7816,5.7074
2019/4/9,1.8207,5.7638
2019/4/10,1.8511,5.8022
2019/4/11,1.8813,5.8136
2019/4/12,1.8805,5.7929
2019/4/15,1.8675,5.847
2019/4/16,1.8537,5.89
2019/4/17,1.8439,6.0448
2019/4/18,1.8432,6.0306
2019/4/19,1.8273,5.9984
2019/4/22,1.8467,5.981
2019/4/23,1.8515,6.0048
2019/4/24,1.8321,6.0016
2019/4/25,1.8281,6.0338
2019/4/26,1.838,6.021
2019/4/29,1.8518,6.0064
2019/4/30,1.8695,6.0063
2019/5/6,1.8323,5.9321
2019/5/7,1.8015,5.8186
2019/5/8,1.756,5.8106
2019/5/9,1.7314,5.8173
2019/5/10,1.7308,5.7743
2019/5/13,1.7331,5.6853
2019/5/14,1.7411,5.6319
2019/5/15,1.7414,5.6597
2019/5/16,1.7381,5.5484
2019/5/17,1.7516,5.4234
2019/5/20,1.7485,5.3357
2019/5/21,1.732,5.4616
2019/5/22,1.6964,5.4086
2019/5/23,1.7176,5.3448
2019/5/24,1.6865,5.31
2019/5/27,1.679,5.144
2019/5/28,1.7103,5.0579
2019/5/29,1.7202,5.1525
2019/5/30,1.7094,5.1502
2019/5/31,1.7265,5.1314
2019/6/3,1.7655,5.2151
2019/6/4,1.7623,5.2006
2019/6/5,1.7727,5.2095
2019/6/6,1.7576,5.2518
2019/6/10,1.7381,5.161
2019/6/11,1.7477,5.0779
2019/6/12,1.7604,4.9448
2019/6/13,1.7677,4.9237
2019/6/14,1.7803,4.8063
2019/6/17,1.7821,4.8369
2019/6/18,1.8111,4.8339
2019/6/19,1.8244,4.7025
2019/6/20,1.8349,4.6712
2019/6/21,1.8399,4.6395
2019/6/24,1.8699,4.8366
2019/6/25,1.9117,4.9181
2019/6/26,1.8949,5.0094
2019/6/27,1.926,4.9117
2019/6/28,1.9579,4.8518
2019/7/1,1.9515,4.8019
2019/7/2,1.932,4.5832
2019/7/3,1.9134,4.4812
2019/7/4,1.8952,4.5778
2019/7/5,1.8705,4.7503
2019/7/8,1.8802,4.7305
2019/7/9,1.8956,4.5844
2019/7/10,1.9249,4.5895
2019/7/11,1.9135,4.5865
2019/7/12,1.8937,4.5649
2019/7/15,1.8476,4.4842
2019/7/16,1.8553,4.4385
2019/7/17,1.842,4.5134
2019/7/18,1.8262,4.4849
2019/7/19,1.8337,4.4136
2019/7/22,1.8322,4.4255
2019/7/23,1.8355,4.4697
2019/7/24,1.8358,4.5281
2019/7/25,1.8334,4.5426
2019/7/26,1.8153,4.4835
2019/7/29,1.7943,4.4122
2019/7/30,1.7999,4.3278
2019/7/31,1.8172,5.038
2019/8/1,1.8228,5.1262
2019/8/2,1.8552,5.1875
2019/8/5,1.8483,5.3286
2019/8/6,1.8277,5.3639
2019/8/7,1.844,5.4694
2019/8/8,1.8363,5.5934
2019/8/9,1.8384,5.605
2019/8/12,1.8269,5.76
2019/8/13,1.8365,5.8596
2019/8/14,1.8568,5.8097
2019/8/15,1.872,5.9105
2019/8/16,1.8724,5.9615
2019/8/19,1.8781,5.9904
2019/8/20,1.878,6.0487
2019/8/21,1.88,6.1786
2019/8/22,1.7449,5.7582
2019/8/23,1.7635,5.6904
2019/8/26,1.7842,5.6361
2019/8/27,1.7706,5.6088
2019/8/28,1.7676,5.6655
2019/8/29,1.7635,5.6575
2019/8/30,1.763,5.5812
2019/9/2,1.7699,5.4515
2019/9/3,1.7946,5.347
2019/9/4,1.7964,5.3401
2019/9/5,1.7857,5.2712
2019/9/6,1.7775,5.3106
2019/9/9,1.7759,5.4326
2019/9/10,1.7799,5.3533
2019/9/11,1.7699,5.3028
2019/9/12,1.7669,5.2464
2019/9/16,1.7761,5.2404
2019/9/17,1.7874,5.3193
2019/9/18,1.7698,5.255
2019/9/19,1.7418,5.3277
2019/9/20,1.7428,5.3565
2019/9/23,1.7596,5.4138
2019/9/24,1.8128,5.537
2019/9/25,1.8497,5.6055
2019/9/26,1.8357,5.4925
2019/9/27,1.8315,5.3698
2019/9/30,1.8493,5.3451
2019/10/8,1.8282,5.2122
2019/10/9,1.8319,5.2437
2019/10/10,1.8413,5.2817
2019/10/11,1.8313,5.1942
2019/10/14,1.837,5.2233
2019/10/15,1.8643,5.2376
2019/10/16,1.8528,5.283
2019/10/17,1.8531,5.4031
2019/10/18,1.862,5.4072
2019/10/21,1.8791,5.3944
2019/10/22,1.8956,5.3899
2019/10/23,1.8843,5.3424
2019/10/24,1.8651,5.3162
2019/10/25,1.8652,5.2908
2019/10/28,1.8865,5.278
2019/10/29,1.9036,5.3639
2019/10/30,1.9292,5.4355
2019/10/31,1.938,5.4288
2019/11/1,1.9356,5.404
2019/11/4,1.9464,5.4568
2019/11/5,1.9406,5.5073
2019/11/6,1.9546,5.5104
2019/11/7,1.9629,5.5709
2019/11/8,1.9497,5.6304
2019/11/11,1.9616,5.6844
2019/11/12,1.9924,5.6722
2019/11/13,2.0093,5.6612
2019/11/14,2.0058,5.703
2019/11/15,2.008,5.638
2019/11/18,2.0085,5.6174
2019/11/19,2.0123,5.6849
2019/11/20,2.0176,5.7457
2019/11/21,2.0211,5.7235
2019/11/22,2.0122,5.6553
2019/11/25,1.9722,5.6058
2019/11/26,1.946,5.5545
2019/11/27,1.9345,5.5891
2019/11/28,1.9306,5.5699
2019/11/29,1.9478,5.605
2019/12/2,1.9614,5.6315
2019/12/3,1.9467,5.5634
2019/12/4,1.9284,5.4833
2019/12/5,1.8244,5.2073
2019/12/6,1.8253,5.5247
2019/12/9,1.8326,5.4435
2019/12/10,1.8249,5.3634
2019/12/11,1.8968,5.411
2019/12/12,1.9041,5.4229
2019/12/13,1.9116,5.4132
2019/12/16,1.9061,5.3824
2019/12/17,1.8902,5.4301
2019/12/18,1.8741,5.4764
2019/12/19,1.8676,5.4571
2019/12/20,1.8732,5.5008
2019/12/23,1.8888,5.5176
2019/12/24,1.9089,5.5031
2019/12/25,1.8966,5.4622
2019/12/26,1.8955,5.5134
2019/12/27,1.9011,5.5136
2019/12/30,1.9054,5.493
2019/12/31,1.9011,5.5035
2020/1/2,1.8962,5.4355
2020/1/3,1.9,5.3575
2020/1/6,1.8948,5.3409
2020/1/7,1.8949,5.3629
2020/1/8,1.8893,5.3205
2020/1/9,1.8944,5.3778
2020/1/10,1.8954,5.4102
2020/1/13,1.907,5.3977
2020/1/14,1.909,5.3243
2020/1/15,1.9154,5.3353
2020/1/16,1.9139,5.3584
2020/1/17,1.9202,5.3803
2020/1/20,1.9175,5.3721
2020/1/21,1.9174,5.3463
2020/1/22,1.9223,5.3173
2020/1/23,1.9088,5.3338
2020/2/3,1.8501,5.3735
2020/2/4,1.8591,5.5963
2020/2/5,1.8576,5.6459
2020/2/6,1.8459,5.6373
2020/2/7,1.8496,5.6516
2020/2/10,1.8365,5.6948
2020/2/11,1.844,5.6503
2020/2/12,1.8208,5.5395
2020/2/13,1.8061,5.4602
2020/2/14,1.8034,5.4334
2020/2/17,1.8242,5.4132
2020/2/18,1.8377,5.3391
2020/2/19,1.8344,5.2953
2020/2/20,1.85,5.2359
2020/2/21,1.8576,5.1791
2020/2/24,1.8651,5.1524
2020/2/25,1.8658,5.2045
2020/2/26,1.8679,5.2765
2020/2/27,1.8804,5.3868
2020/2/28,1.8727,5.436
2020/3/2,1.862,5.3192
2020/3/3,1.872,5.2554
2020/3/4,1.8878,5.2939
2020/3/5,1.8953,5.2295
2020/3/6,1.8945,5.2416
2020/3/9,1.908,5.384
2020/3/10,1.9064,5.3007
2020/3/11,1.9216,5.3001
2020/3/12,1.9232,5.3293
2020/3/13,1.9123,5.3359
2020/3/16,1.9187,5.3564
2020/3/17,1.9199,5.3323
2020/3/18,1.9233,5.2507
2020/3/19,1.933,5.2599
2020/3/20,1.8893,5.0747
2020/3/23,1.8603,5.1496
2020/3/24,1.8634,5.2354
2020/3/25,1.8663,5.1163
2020/3/26,1.8663,5.0773
2020/3/27,1.8629,5.0598
2020/3/30,1.8344,5.0481
2020/3/31,1.9379,5.6632
2020/4/1,1.9776,5.667
2020/4/2,1.9616,5.6518
2020/4/3,1.9711,5.6292
2020/4/7,1.9586,5.6702
2020/4/8,1.9405,5.5782
2020/4/9,1.9503,5.5578
2020/4/10,1.9462,5.5826
2020/4/13,1.9527,5.6514
2020/4/14,1.959,5.6083
2020/4/15,1.9628,5.5592
2020/4/16,1.9812,5.596
2020/4/17,1.9762,5.542
2020/4/20,1.9731,5.4544
2020/4/21,1.9875,5.4884
2020/4/22,1.9922,5.5327
2020/4/23,1.973,5.5062
2020/4/24,1.9646,5.4926
2020/4/27,1.9531,5.5041
2020/4/28,1.9904,5.5142
2020/4/29,1.9958,5.5412
2020/4/30,1.9881,5.5074
2020/5/6,1.9819,5.545
2020/5/7,1.9746,5.5462
2020/5/8,1.9737,5.4699
2020/5/11,1.9891,5.462
2020/5/12,1.9925,5.4668
2020/5/13,2.0023,5.4067
2020/5/14,1.9754,5.3473
2020/5/15,1.9415,5.2637
2020/5/18,1.9387,5.1195
2020/5/19,1.9458,5.096
2020/5/20,1.9408,5.0021
2020/5/21,1.9272,4.9902
2020/5/22,1.9409,4.9059
2020/5/25,1.8952,4.875
2020/5/26,1.8717,4.9568
2020/5/27,1.8732,5.0036
2020/5/28,1.8774,4.9427
2020/5/29,1.8898,4.8464
2020/6/1,1.8872,4.7323
2020/6/2,1.8797,4.7979
2020/6/3,1.8797,4.834
2020/6/4,1.8503,4.842
2020/6/5,1.8387,4.8558
2020/6/8,1.8468,4.6662
2020/6/9,1.8539,4.6762
2020/6/10,1.8401,4.7177
2020/6/11,1.8318,4.7121
2020/6/12,1.8494,4.7174
2020/6/15,1.8457,4.6585
2020/6/16,1.8482,4.6289
2020/6/17,1.8531,4.6494
2020/6/18,1.8506,4.6988
2020/6/19,1.8492,4.7099
2020/6/22,1.8584,4.7874
2020/6/23,1.8538,4.7836
2020/6/24,1.8529,4.7255
2020/6/29,1.8696,4.7714
2020/6/30,1.8898,4.7957
2020/7/1,1.8987,4.8024
2020/7/2,1.9065,4.8132
2020/7/3,1.9221,4.8427
2020/7/6,1.9435,4.8394
2020/7/7,1.9392,4.7592
2020/7/8,1.9404,4.7093
2020/7/9,1.9482,4.7029
2020/7/10,1.9681,4.6814
2020/7/13,1.9591,4.5632
2020/7/14,1.9627,4.4865
2020/7/15,1.9669,4.4859
2020/7/16,1.9636,4.4834
2020/7/17,1.9363,4.5284
2020/7/20,1.9116,4.5437
2020/7/21,1.9095,4.4868
2020/7/22,1.9234,4.4682
2020/7/23,1.9025,4.479
2020/7/24,1.8906,4.5355
2020/7/27,1.8969,4.57
2020/7/28,1.8999,4.5483
2020/7/29,1.8977,4.5075
2020/7/30,1.9121,4.4902
2020/7/31,1.9057,4.4872
2020/8/3,1.8979,4.4237
2020/8/4,1.8987,4.3448
2020/8/5,1.8834,4.3279
2020/8/6,1.8874,4.2573
2020/8/7,1.8597,4.2735
2020/8/10,1.8567,4.2908
2020/8/11,1.8866,4.556
2020/8/12,1.9008,4.6297
2020/8/13,1.9025,4.5959
2020/8/14,1.8996,4.5532
2020/8/17,1.9005,4.5815
2020/8/18,1.9137,4.518
2020/8/19,1.9072,4.4465
2020/8/20,1.9022,4.4246
2020/8/21,1.9419,4.4575
2020/8/24,1.9556,4.5227
2020/8/25,1.9679,4.6164
2020/8/26,1.9307,4.533
2020/8/27,1.9416,4.5371
2020/8/28,1.9481,4.5191
2020/8/31,1.9268,4.4547
2020/9/1,1.909,4.4636
2020/9/2,1.8888,4.4365
2020/9/3,1.8727,4.4
2020/9/4,1.8618,4.4264
2020/9/7,1.8482,4.3718
2020/9/8,1.8566,4.3831
2020/9/9,1.8481,4.3983
2020/9/10,1.8499,4.4096
2020/9/11,1.8541,4.4019
2020/9/14,1.8439,4.3454
2020/9/15,1.8227,4.3385
2020/9/16,1.8371,4.4175
2020/9/17,1.8449,4.5288
2020/9/18,1.8268,4.5006
2020/9/21,1.8128,4.506
2020/9/22,1.8147,4.5833
2020/9/23,1.8145,4.6187
2020/9/24,1.8513,4.6305
2020/9/25,1.8489,4.6356
2020/9/28,1.8482,4.5887
2020/9/29,1.8229,4.5685
2020/9/30,1.8054,4.4861
2020/10/9,1.7589,4.3942
2020/10/12,1.7557,4.4031
2020/10/13,1.7293,4.4352
2020/10/14,1.7318,4.4994
2020/10/15,1.7302,4.5591
2020/10/16,1.7333,4.6084
2020/10/19,1.7226,4.6116
2020/10/20,1.7237,4.6031
2020/10/21,1.712,4.5975
2020/10/22,1.7098,4.5863
2020/10/23,1.7081,4.6421
2020/10/26,1.6947,4.7136
2020/10/27,1.6748,4.7145
2020/10/28,1.6807,4.7067
2020/10/29,1.6926,4.7069
2020/10/30,1.6928,4.6908
2020/11/2,1.6624,4.6524
2020/11/3,1.6512,4.6949
2020/11/4,1.6045,4.7172
2020/11/5,1.6039,4.7944
2020/11/6,1.5797,4.782
2020/11/9,1.5653,4.7266
2020/11/10,1.5761,4.6361
2020/11/11,1.5842,4.6055
2020/11/12,1.6057,4.5742
2020/11/13,1.6044,4.6153
2020/11/16,1.5776,4.605
2020/11/17,1.6017,4.5996
2020/11/18,1.6191,4.5658
2020/11/19,1.6287,4.51
2020/11/20,1.6226,4.5046
2020/11/23,1.6128,4.5034
2020/11/24,1.6216,4.472
2020/11/25,1.6074,4.4178
2020/11/26,1.5965,4.3647
2020/11/27,1.6056,4.3572
2020/11/30,1.5892,4.3256
2020/12/1,1.5562,4.3101
2020/12/2,1.537,4.2474
2020/12/3,1.5314,4.1769
2020/12/4,1.5304,4.0745
2020/12/7,1.5357,4.0818
2020/12/8,1.5335,4.2765
2020/12/9,1.5292,4.3386
2020/12/10,1.5412,4.2627
2020/12/11,1.6103,4.1162
2020/12/14,1.6094,4.1103
2020/12/15,1.6026,4.1062
2020/12/16,1.6157,4.1019
2020/12/17,1.6211,4.1197
2020/12/18,1.6128,4.0709
2020/12/21,1.588,3.9522
2020/12/22,1.6131,4.0982
2020/12/23,1.5985,4.1968
2020/12/24,1.5687,4.1324
2020/12/25,1.5314,4.1375
2020/12/28,1.5085,4.1506
2020/12/29,1.5019,4.1618
2020/12/30,1.5209,4.3514
2020/12/31,1.5354,4.3649
2021/1/4,1.5051,4.3504
2021/1/5,1.4832,4.261
2021/1/6,1.4667,4.2493
2021/1/7,1.4819,4.2291
2021/1/8,1.5124,4.2039
2021/1/11,1.5356,4.2043
2021/1/12,1.5524,4.1645
2021/1/13,1.5621,4.1349
2021/1/14,1.5658,4.1243
2021/1/15,1.5498,4.1285
2021/1/19,1.5968,4.0975
2021/1/20,1.5937,4.0846
2021/1/21,1.5709,4.1084
2021/1/22,1.5546,4.1081
2021/1/25,1.5765,4.1297
2021/1/26,1.6102,4.1427
2021/1/27,1.6452,4.2019
2021/1/28,1.6537,4.282
2021/1/29,1.6608,4.335
2021/2/1,1.6481,4.2952
2021/2/2,1.663,4.3743
2021/2/3,1.6703,4.4238
2021/2/4,1.68,4.3734
2021/2/5,1.6649,4.2623
2021/2/8,1.6689,4.2436
2021/2/9,1.6648,4.1758
2021/2/10,1.6847,4.1495
2021/2/18,1.6606,4.0259
2021/2/19,1.6631,4.0482
2021/2/22,1.721,4.0193
2021/2/23,1.7616,4.0738
2021/2/24,1.7866,4.0977
2021/2/25,1.7915,4.1299
2021/2/26,1.8253,4.0902
2021/3/1,1.8477,4.0853
2021/3/2,1.8648,4.1147
2021/3/3,1.9131,4.2049
2021/3/4,1.9568,4.1596
2021/3/5,1.9907,4.1368
2021/3/8,2.0406,4.172
2021/3/9,2.0332,4.2914
2021/3/10,1.9987,4.4373
2021/3/11,1.9729,4.3258
2021/3/12,2.0701,4.4354
2021/3/15,2.1099,4.5854
2021/3/16,2.104,4.4607
2021/3/17,2.079,4.4572
2021/3/18,2.0489,4.4289
2021/3/19,2.0744,4.4674
2021/3/22,2.2039,4.7105
2021/3/23,2.2058,4.6032
2021/3/24,2.2174,4.5553
2021/3/25,2.2247,4.5005
2021/3/26,2.2259,4.513
2021/3/29,2.1841,4.4865
2021/3/30,2.1804,4.5361
2021/3/31,2.1689,4.5405
2021/4/1,2.1385,5.1694
2021/4/2,2.1368,5.1955
2021/4/6,2.1577,5.2938
2021/4/7,2.1574,5.1893
2021/4/8,2.1458,5.1963
2021/4/9,2.1082,5.1452
2021/4/12,2.1169,5.0485
2021/4/13,2.0956,4.9847
2021/4/14,2.0887,5.0677
2021/4/15,2.1017,4.9426
2021/4/16,2.0752,4.8797
2021/4/19,2.0079,4.807
2021/4/20,2.0039,4.7112
2021/4/21,2.0117,4.7041
2021/4/22,2.0135,4.7751
2021/4/23,2.0165,4.784
2021/4/26,2.0275,4.7335
2021/4/27,2.0097,4.6901
2021/4/28,1.9989,4.7077
2021/4/29,2.0108,4.7881
2021/4/30,2.0445,4.8877
2021/5/6,2.0307,4.869
2021/5/7,2.0039,4.7051
2021/5/10,1.999,4.5284
2021/5/11,2.12,4.6469
2021/5/12,2.1462,4.6335
2021/5/13,2.1471,4.7319
2021/5/14,2.1646,4.8555
2021/5/17,2.1393,4.7187
2021/5/18,2.1247,4.5606
2021/5/19,2.0791,4.4936
2021/5/20,2.0787,4.5374
2021/5/21,2.1296,4.5951
2021/5/24,2.1086,4.6793
,,
,,
,,
