日期,螺纹钢:美国:市场价,螺纹钢:欧盟:市场价,螺纹钢:日本:市场价,螺纹钢:独联体:市场价,螺纹钢:土耳其:市场价
2012/3/2,816.00 ,718.00 ,783.00 ,640.00 ,670.00 
2012/3/9,816.00 ,730.00 ,743.00 ,665.00 ,675.00 
2012/3/15,816.00 ,743.00 ,743.00 ,675.00 ,690.00 
2012/3/23,816.00 ,743.00 ,743.00 ,680.00 ,675.00 
2012/3/30,816.00 ,743.00 ,743.00 ,655.00 ,680.00 
2012/4/6,816.00 ,738.00 ,740.00 ,655.00 ,675.00 
2012/4/13,816.00 ,719.00 ,740.00 ,660.00 ,690.00 
2012/4/20,816.00 ,712.00 ,740.00 ,660.00 ,690.00 
2012/4/27,816.00 ,706.00 ,740.00 ,660.00 ,670.00 
2012/5/3,816.00 ,714.00 ,740.00 ,650.00 ,660.00 
2012/5/11,799.00 ,708.00 ,740.00 ,650.00 ,665.00 
2012/5/18,799.00 ,708.00 ,740.00 ,650.00 ,665.00 
2012/5/25,794.00 ,701.00 ,740.00 ,650.00 ,660.00 
2012/6/1,794.00 ,688.00 ,740.00 ,650.00 ,650.00 
2012/6/8,794.00 ,645.00 ,782.00 ,650.00 ,640.00 
2012/6/13,788.00 ,657.00 ,775.00 ,625.00 ,620.00 
2012/6/21,783.00 ,641.00 ,749.00 ,625.00 ,610.00 
2012/6/29,766.00 ,638.00 ,737.00 ,625.00 ,610.00 
2012/7/6,766.00 ,644.00 ,741.00 ,625.00 ,620.00 
2012/7/13,766.00 ,620.00 ,741.00 ,625.00 ,625.00 
2012/7/20,766.00 ,593.00 ,747.00 ,625.00 ,620.00 
2012/7/27,711.00 ,588.00 ,756.00 ,610.00 ,610.00 
2012/8/3,711.00 ,621.00 ,754.00 ,610.00 ,605.00 
2012/8/9,722.00 ,630.00 ,753.00 ,610.00 ,605.00 
2012/8/17,722.00 ,643.00 ,713.00 ,610.00 ,635.00 
2012/8/24,722.00 ,642.00 ,704.00 ,600.00 ,635.00 
2012/8/30,722.00 ,651.00 ,712.00 ,595.00 ,620.00 
2012/9/7,722.00 ,654.00 ,712.00 ,605.00 ,620.00 
2012/9/14,728.00 ,691.00 ,715.00 ,600.00 ,610.00 
2012/9/20,728.00 ,694.00 ,715.00 ,595.00 ,610.00 
2012/9/28,722.00 ,693.00 ,718.00 ,595.00 ,690.00 
2012/10/11,722.00 ,687.00 ,715.00 ,595.00 ,575.00 
2012/10/18,717.00 ,681.00 ,688.00 ,595.00 ,575.00 
2012/10/26,717.00 ,674.00 ,678.00 ,555.00 ,575.00 
2012/11/2,717.00 ,666.00 ,677.00 ,565.00 ,585.00 
2012/11/7,717.00 ,646.00 ,677.00 ,555.00 ,595.00 
2012/11/16,722.00 ,642.00 ,680.00 ,555.00 ,610.00 
2012/11/23,722.00 ,666.00 ,665.00 ,605.00 ,620.00 
2012/11/30,722.00 ,675.00 ,657.00 ,605.00 ,600.00 
2012/12/7,722.00 ,686.00 ,659.00 ,605.00 ,595.00 
2012/12/14,733.00 ,702.00 ,654.00 ,605.00 ,595.00 
2012/12/21,750.00 ,698.00 ,644.00 ,585.00 ,595.00 
2012/12/28,750.00 ,685.00 ,637.00 ,585.00 ,600.00 
2013/1/5,750.00 ,680.00 ,613.00 ,585.00 ,600.00 
2013/1/11,750.00 ,682.00 ,613.00 ,585.00 ,600.00 
2013/1/18,750.00 ,695.00 ,613.00 ,585.00 ,615.00 
2013/1/25,755.00 ,694.00 ,608.00 ,595.00 ,615.00 
2013/2/1,755.00 ,697.00 ,608.00 ,610.00 ,605.00 
2013/2/6,755.00 ,691.00 ,608.00 ,610.00 ,605.00 
2013/2/16,755.00 ,691.00 ,608.00 ,610.00 ,605.00 
2013/2/22,750.00 ,674.00 ,596.00 ,610.00 ,605.00 
2013/2/28,750.00 ,648.00 ,595.00 ,610.00 ,610.00 
2013/3/8,750.00 ,633.00 ,602.00 ,605.00 ,610.00 
2013/3/15,750.00 ,631.00 ,624.00 ,605.00 ,605.00 
2013/3/22,761.00 ,629.00 ,628.00 ,590.00 ,610.00 
2013/3/29,739.00 ,624.00 ,637.00 ,590.00 ,610.00 
2013/4/6,761.00 ,630.00 ,615.00 ,580.00 ,600.00 
2013/4/12,761.00 ,630.00 ,615.00 ,580.00 ,600.00 
2013/4/19,761.00 ,634.00 ,611.00 ,580.00 ,590.00 
2013/4/26,761.00 ,634.00 ,601.00 ,580.00 ,595.00 
2013/5/10,739.00 ,630.00 ,604.00 ,580.00 ,595.00 
2013/5/17,717.00 ,629.00 ,590.00 ,580.00 ,585.00 
2013/5/23,717.00 ,624.00 ,585.00 ,580.00 ,580.00 
2013/5/30,717.00 ,613.00 ,587.00 ,580.00 ,575.00 
2013/6/7,717.00 ,621.00 ,598.00 ,580.00 ,570.00 
2013/6/14,711.00 ,634.00 ,637.00 ,580.00 ,565.00 
2013/6/21,711.00 ,634.00 ,627.00 ,580.00 ,565.00 
2013/6/28,711.00 ,623.00 ,615.00 ,580.00 ,570.00 
