日期,螺纹钢:美国:市场价,螺纹钢:欧盟:市场价,螺纹钢:日本:市场价,螺纹钢:独联体:市场价,螺纹钢:土耳其:市场价
2011/12/1,827.00 ,720.00 ,782.00 ,635.00 ,635.00 
2011/12/9,827.00 ,720.00 ,772.00 ,625.00 ,645.00 
2011/12/16,827.00 ,709.00 ,772.00 ,625.00 ,665.00 
2011/12/22,827.00 ,722.00 ,772.00 ,625.00 ,665.00 
2011/12/30,827.00 ,722.00 ,772.00 ,625.00 ,665.00 
2012/1/6,827.00 ,697.00 ,772.00 ,625.00 ,665.00 
2012/1/12,838.00 ,716.00 ,772.00 ,655.00 ,685.00 
2012/1/18,838.00 ,723.00 ,772.00 ,655.00 ,685.00 
2012/2/3,854.00 ,724.00 ,772.00 ,655.00 ,665.00 
2012/2/10,854.00 ,731.00 ,783.00 ,650.00 ,655.00 
2012/2/16,849.00 ,731.00 ,783.00 ,635.00 ,645.00 
2012/2/24,849.00 ,731.00 ,783.00 ,630.00 ,660.00 
